name,supply_technology,supply_node,geography,other_index_1,capacity_or_energy_unit,time_unit,interpolation_method,extrapolation_method,extrapolation_growth,geography_map_key,source,notes,gau,oth_1,demand_sector,year,value,resource_bin
PRODESN Gas Steam Turbine,gas steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2026,1151.89,
PRODESN Gas Steam Turbine,gas steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2027,1151.89,
PRODESN Gas Steam Turbine,gas steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2028,1151.89,
PRODESN Gas Steam Turbine,gas steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2029,1151.89,
PRODESN Gas Steam Turbine,gas steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2030,1151.89,
PRODESN Gas Steam Turbine Cogen,gas steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2017,582.117,
PRODESN Gas Steam Turbine Cogen,gas steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2018,582.117,
PRODESN Gas Steam Turbine Cogen,gas steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2019,582.117,
PRODESN Gas Steam Turbine Cogen,gas steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2020,582.117,
PRODESN Gas Steam Turbine Cogen,gas steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2021,582.117,
PRODESN Gas Steam Turbine Cogen,gas steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2022,582.117,
PRODESN Gas Steam Turbine Cogen,gas steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2023,582.117,
PRODESN Gas Steam Turbine Cogen,gas steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2024,582.117,
PRODESN Gas Steam Turbine Cogen,gas steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2025,582.117,
PRODESN Gas Steam Turbine Cogen,gas steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2026,582.117,
PRODESN Gas Steam Turbine Cogen,gas steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2027,582.117,
PRODESN Gas Steam Turbine Cogen,gas steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2028,582.117,
PRODESN Gas Steam Turbine Cogen,gas steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2029,582.117,
PRODESN Gas Steam Turbine Cogen,gas steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2030,582.117,
PRODESN Geothermal,geothermal power plant,Geothermal Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2017,939.22,
PRODESN Geothermal,geothermal power plant,Geothermal Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2018,950.84,
PRODESN Geothermal,geothermal power plant,Geothermal Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2019,977.46,
PRODESN Geothermal,geothermal power plant,Geothermal Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2020,1201.46,
PRODESN Geothermal,geothermal power plant,Geothermal Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2021,1455.46,
PRODESN Geothermal,geothermal power plant,Geothermal Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2022,1521.46,
PRODESN Geothermal,geothermal power plant,Geothermal Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2023,1575.46,
PRODESN Geothermal,geothermal power plant,Geothermal Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2024,1616.46,
PRODESN Geothermal,geothermal power plant,Geothermal Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2025,1642.46,
PRODESN Geothermal,geothermal power plant,Geothermal Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2026,1697.46,
PRODESN Geothermal,geothermal power plant,Geothermal Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2027,1760.46,
PRODESN Geothermal,geothermal power plant,Geothermal Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2028,1760.46,
PRODESN Geothermal,geothermal power plant,Geothermal Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2029,1760.46,
PRODESN Geothermal,geothermal power plant,Geothermal Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2030,1760.46,
PRODESN MSW Plant,municipal solid waste power plant,Biomass Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2017,703.55,
PRODESN MSW Plant,municipal solid waste power plant,Biomass Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2018,703.55,
PRODESN MSW Plant,municipal solid waste power plant,Biomass Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2019,703.55,
PRODESN MSW Plant,municipal solid waste power plant,Biomass Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2020,703.55,
PRODESN MSW Plant,municipal solid waste power plant,Biomass Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2021,703.55,
PRODESN MSW Plant,municipal solid waste power plant,Biomass Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2022,703.55,
PRODESN MSW Plant,municipal solid waste power plant,Biomass Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2023,733.55,
PRODESN MSW Plant,municipal solid waste power plant,Biomass Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2024,763.55,
PRODESN MSW Plant,municipal solid waste power plant,Biomass Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2025,763.55,
PRODESN MSW Plant,municipal solid waste power plant,Biomass Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2026,763.55,
PRODESN MSW Plant,municipal solid waste power plant,Biomass Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2027,763.55,
PRODESN MSW Plant,municipal solid waste power plant,Biomass Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2028,763.55,
PRODESN MSW Plant,municipal solid waste power plant,Biomass Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2029,763.55,
PRODESN MSW Plant,municipal solid waste power plant,Biomass Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2030,763.55,
PRODESN Nuclear,,Nuclear Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2020,1620.0,
PRODESN Nuclear,,Nuclear Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2021,1620.0,
PRODESN Nuclear,,Nuclear Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2022,1620.0,
PRODESN Nuclear,,Nuclear Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2023,1620.0,
PRODESN Nuclear,,Nuclear Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2024,1620.0,
PRODESN Nuclear,,Nuclear Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2025,1620.0,
PRODESN Nuclear,,Nuclear Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2026,1620.0,
PRODESN Nuclear,,Nuclear Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2027,1620.0,
PRODESN Nuclear,,Nuclear Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2028,2980.3,
PRODESN Nuclear,,Nuclear Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2029,4340.6,
PRODESN Nuclear,,Nuclear Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2030,5700.9,
PRODESN Nuclear to 2050  High Renewables Target,,Nuclear Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2020,1620.0,
PRODESN Nuclear to 2050  High Renewables Target,,Nuclear Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2021,1620.0,
PRODESN Nuclear to 2050  High Renewables Target,,Nuclear Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2022,1620.0,
PRODESN Nuclear to 2050  High Renewables Target,,Nuclear Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2023,1620.0,
PRODESN Nuclear to 2050  High Renewables Target,,Nuclear Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2024,1620.0,
PRODESN Nuclear to 2050  High Renewables Target,,Nuclear Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2025,1620.0,
PRODESN Nuclear to 2050  High Renewables Target,,Nuclear Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2026,1620.0,
PRODESN Nuclear to 2050  High Renewables Target,,Nuclear Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2027,1620.0,
PRODESN Nuclear to 2050  High Renewables Target,,Nuclear Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2028,2980.3,
PRODESN Nuclear to 2050  High Renewables Target,,Nuclear Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2029,4340.6,
PRODESN Nuclear to 2050  High Renewables Target,,Nuclear Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2030,5700.9,
PRODESN Nuclear to 2050  High Renewables Target,,Nuclear Power Plants,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2050,10000.0,
PRODESN Onshore Wind,Onshore wind power plant,Onshore Wind,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2017,4471.67,1.0
PRODESN Onshore Wind,Onshore wind power plant,Onshore Wind,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2018,5557.37,1.0
PRODESN Onshore Wind,Onshore wind power plant,Onshore Wind,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2019,8376.16,1.0
PRODESN Onshore Wind,Onshore wind power plant,Onshore Wind,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2020,9734.16,1.0
PRODESN Onshore Wind,Onshore wind power plant,Onshore Wind,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2021,9734.16,1.0
PRODESN Onshore Wind,Onshore wind power plant,Onshore Wind,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2022,9734.16,1.0
PRODESN Onshore Wind,Onshore wind power plant,Onshore Wind,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2023,9734.16,1.0
PRODESN Onshore Wind,Onshore wind power plant,Onshore Wind,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2024,10964.51,1.0
PRODESN Onshore Wind,Onshore wind power plant,Onshore Wind,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2025,12593.25,1.0
PRODESN Onshore Wind,Onshore wind power plant,Onshore Wind,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2026,13911.65,1.0
PRODESN Onshore Wind,Onshore wind power plant,Onshore Wind,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2027,15101.1,1.0
PRODESN Onshore Wind,Onshore wind power plant,Onshore Wind,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2028,15101.1,1.0
PRODESN Onshore Wind,Onshore wind power plant,Onshore Wind,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2029,15101.1,1.0
PRODESN Onshore Wind,Onshore wind power plant,Onshore Wind,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2030,15101.1,1.0
PRODESN Pet Coke Steam Turbines,petroleum coke steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2017,580.0,
PRODESN Pet Coke Steam Turbines,petroleum coke steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2018,580.0,
PRODESN Pet Coke Steam Turbines,petroleum coke steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2019,580.0,
PRODESN Pet Coke Steam Turbines,petroleum coke steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2020,580.0,
PRODESN Pet Coke Steam Turbines,petroleum coke steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2021,580.0,
PRODESN Pet Coke Steam Turbines,petroleum coke steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2022,580.0,
PRODESN Pet Coke Steam Turbines,petroleum coke steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2023,580.0,
PRODESN Pet Coke Steam Turbines,petroleum coke steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2024,580.0,
PRODESN Pet Coke Steam Turbines,petroleum coke steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2025,580.0,
PRODESN Pet Coke Steam Turbines,petroleum coke steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2026,580.0,
PRODESN Pet Coke Steam Turbines,petroleum coke steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2027,580.0,
PRODESN Pet Coke Steam Turbines,petroleum coke steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2028,580.0,
PRODESN Pet Coke Steam Turbines,petroleum coke steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2029,580.0,
PRODESN Pet Coke Steam Turbines,petroleum coke steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2030,580.0,
PRODESN Pet Coke Steam Turbines with 2050 Retirement,petroleum coke steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2017,580.0,
PRODESN Pet Coke Steam Turbines with 2050 Retirement,petroleum coke steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2018,580.0,
PRODESN Pet Coke Steam Turbines with 2050 Retirement,petroleum coke steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2019,580.0,
PRODESN Pet Coke Steam Turbines with 2050 Retirement,petroleum coke steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2020,580.0,
PRODESN Pet Coke Steam Turbines with 2050 Retirement,petroleum coke steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2021,580.0,
PRODESN Pet Coke Steam Turbines with 2050 Retirement,petroleum coke steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2022,580.0,
PRODESN Pet Coke Steam Turbines with 2050 Retirement,petroleum coke steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2023,580.0,
PRODESN Pet Coke Steam Turbines with 2050 Retirement,petroleum coke steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2024,580.0,
PRODESN Pet Coke Steam Turbines with 2050 Retirement,petroleum coke steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2025,580.0,
PRODESN Pet Coke Steam Turbines with 2050 Retirement,petroleum coke steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2026,580.0,
PRODESN Pet Coke Steam Turbines with 2050 Retirement,petroleum coke steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2027,580.0,
PRODESN Pet Coke Steam Turbines with 2050 Retirement,petroleum coke steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2028,580.0,
PRODESN Pet Coke Steam Turbines with 2050 Retirement,petroleum coke steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2029,580.0,
PRODESN Pet Coke Steam Turbines with 2050 Retirement,petroleum coke steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2030,580.0,
PRODESN Pet Coke Steam Turbines with 2050 Retirement,petroleum coke steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2050,0.0,
PRODESN Residual Oil Steam Turbine,residual oil steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2017,9270.23,
PRODESN Residual Oil Steam Turbine,residual oil steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2018,7580.23,
PRODESN Residual Oil Steam Turbine,residual oil steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2019,4278.23,
PRODESN Residual Oil Steam Turbine,residual oil steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2020,3500.23,
PRODESN Residual Oil Steam Turbine,residual oil steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2021,2672.23,
PRODESN Residual Oil Steam Turbine,residual oil steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2022,2672.23,
PRODESN Residual Oil Steam Turbine,residual oil steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2023,2559.73,
PRODESN Residual Oil Steam Turbine,residual oil steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2024,1939.73,
PRODESN Residual Oil Steam Turbine,residual oil steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2025,1939.73,
PRODESN Residual Oil Steam Turbine,residual oil steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2026,1939.73,
PRODESN Residual Oil Steam Turbine,residual oil steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2027,1609.73,
PRODESN Residual Oil Steam Turbine,residual oil steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2028,1609.73,
PRODESN Residual Oil Steam Turbine,residual oil steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2029,964.13,
PRODESN Residual Oil Steam Turbine,residual oil steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2030,964.13,
PRODESN Residual Oil Steam Turbine Cogen,residual oil steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2017,1455.68,
PRODESN Residual Oil Steam Turbine Cogen,residual oil steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2018,1455.68,
PRODESN Residual Oil Steam Turbine Cogen,residual oil steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2019,1478.38,
PRODESN Residual Oil Steam Turbine Cogen,residual oil steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2020,3011.38,
PRODESN Residual Oil Steam Turbine Cogen,residual oil steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2021,3738.44,
PRODESN Residual Oil Steam Turbine Cogen,residual oil steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2022,3771.05,
PRODESN Residual Oil Steam Turbine Cogen,residual oil steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2023,5998.44,
PRODESN Residual Oil Steam Turbine Cogen,residual oil steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2024,7045.0,
PRODESN Residual Oil Steam Turbine Cogen,residual oil steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2025,7045.0,
PRODESN Residual Oil Steam Turbine Cogen,residual oil steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2026,7045.0,
PRODESN Residual Oil Steam Turbine Cogen,residual oil steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2027,7045.0,
PRODESN Residual Oil Steam Turbine Cogen,residual oil steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2028,7045.0,
PRODESN Residual Oil Steam Turbine Cogen,residual oil steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2029,7045.0,
PRODESN Residual Oil Steam Turbine Cogen,residual oil steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2030,7045.0,
PRODESN Residual Oil Steam Turbine Cogen with 2050 Retirement,residual oil steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2017,1455.68,
PRODESN Residual Oil Steam Turbine Cogen with 2050 Retirement,residual oil steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2018,1455.68,
PRODESN Residual Oil Steam Turbine Cogen with 2050 Retirement,residual oil steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2019,1478.38,
PRODESN Residual Oil Steam Turbine Cogen with 2050 Retirement,residual oil steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2020,3011.38,
PRODESN Residual Oil Steam Turbine Cogen with 2050 Retirement,residual oil steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2021,3738.44,
PRODESN Residual Oil Steam Turbine Cogen with 2050 Retirement,residual oil steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2022,3771.05,
PRODESN Residual Oil Steam Turbine Cogen with 2050 Retirement,residual oil steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2023,5998.44,
PRODESN Residual Oil Steam Turbine Cogen with 2050 Retirement,residual oil steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2024,7045.0,
PRODESN Residual Oil Steam Turbine Cogen with 2050 Retirement,residual oil steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2025,7045.0,
PRODESN Residual Oil Steam Turbine Cogen with 2050 Retirement,residual oil steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2026,7045.0,
PRODESN Residual Oil Steam Turbine Cogen with 2050 Retirement,residual oil steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2027,7045.0,
PRODESN Residual Oil Steam Turbine Cogen with 2050 Retirement,residual oil steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2028,7045.0,
PRODESN Residual Oil Steam Turbine Cogen with 2050 Retirement,residual oil steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2029,7045.0,
PRODESN Residual Oil Steam Turbine Cogen with 2050 Retirement,residual oil steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2030,7045.0,
PRODESN Residual Oil Steam Turbine Cogen with 2050 Retirement,residual oil steam turbine cogen power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2050,0.0,
PRODESN Residual Oil Steam Turbine with 2050 Retirement,residual oil steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2017,9270.23,
PRODESN Residual Oil Steam Turbine with 2050 Retirement,residual oil steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2018,7580.23,
PRODESN Residual Oil Steam Turbine with 2050 Retirement,residual oil steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2019,4278.23,
PRODESN Residual Oil Steam Turbine with 2050 Retirement,residual oil steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2020,3500.23,
PRODESN Residual Oil Steam Turbine with 2050 Retirement,residual oil steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2021,2672.23,
PRODESN Residual Oil Steam Turbine with 2050 Retirement,residual oil steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2022,2672.23,
PRODESN Residual Oil Steam Turbine with 2050 Retirement,residual oil steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2023,2559.73,
PRODESN Residual Oil Steam Turbine with 2050 Retirement,residual oil steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2024,1939.73,
PRODESN Residual Oil Steam Turbine with 2050 Retirement,residual oil steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2025,1939.73,
PRODESN Residual Oil Steam Turbine with 2050 Retirement,residual oil steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2026,1939.73,
PRODESN Residual Oil Steam Turbine with 2050 Retirement,residual oil steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2027,1609.73,
PRODESN Residual Oil Steam Turbine with 2050 Retirement,residual oil steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2028,1609.73,
PRODESN Residual Oil Steam Turbine with 2050 Retirement,residual oil steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2029,964.13,
PRODESN Residual Oil Steam Turbine with 2050 Retirement,residual oil steam turbine power plant,Fossil Steam Turbines,mexico,,megawatt,,linear_interpolation,none,,,,,mx,,,2030,964.13,
